순번/순위,구분,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
"657","컴퓨터/모바일","파이썬 데이터 사이언스 핸드북","K202531736","9791158390730","93500","위키북스","제이크 밴더플래스 지음, 김정인 옮김","38,000","34,200","3,800","10%","1,900점","20170928","1651"
"658","컴퓨터/모바일","기계 학습","K612532361","9791156641582","93000","한빛아카데미(교재)","오일석 지음","32,000","32,000","0","0%","0점","20171205","1634"
"659","컴퓨터/모바일","쇼핑몰 상세페이지 디자인 가이드북","8931456786","9788931456783","13000","영진.com(영진닷컴)","김경은 지음","17,000","15,300","1,700","10%","850점","20171130","1630"
"660","컴퓨터/모바일","가장 쉬운 인공지능 AI 입문서","K902635130","9791188059812","13000","아티오","오니시 가나코 지음, 전지혜 옮김","15,000","13,500","1,500","10%","750점","20190720","1626"
"661","컴퓨터/모바일","모바일 UI/UX 디자인 실무","K072533732","9791156644088","93000","한빛아카데미(교재)","이영주 지음","28,000","28,000","0","0%","0점","20180709","1617"
"662","컴퓨터/모바일","그래서 컴퓨터는 어떻게 동작하나요?","8966262503","9788966262502","13000","인사이트","J. 클라크 스코트 지음, 지유록 옮김","24,000","21,600","2,400","10%","1,200점","20191010","1590"
"663","컴퓨터/모바일","그림으로 배우는 HTTP & Network Basic","8931447892","9788931447897","13000","영진.com(영진닷컴)","우에노 센 지음, 이병억 옮김","15,000","13,500","1,500","10%","750점","20150126","1587"
"664","컴퓨터/모바일","처음 시작하는 R 데이터 분석","K582534873","9791162241202","93000","한빛미디어","강전희.엄동란 지음","19,800","17,820","1,980","10%","990점","20181005","1571"
"665","컴퓨터/모바일","R을 이용한 퀀트 투자 포트폴리오 만들기","K292635252","9791188621750","93000","제이펍","이현열 지음","25,000","22,500","2,500","10%","1,250점","20190829","1568"
"666","컴퓨터/모바일","초등 코딩 스크래치 무작정 따라하기","K722635610","9791160508185","73000","길벗","전현희 외 지음","18,000","16,200","1,800","10%","900점","20190614","1548"
"667","컴퓨터/모바일","EZ의 맛있는 파워포인트 디자인 168","K322535376","9791158390396","13000","위키북스","이지훈 지음","18,000","16,200","1,800","10%","900점","20160629","1544"
"668","컴퓨터/모바일","처음 시작하는 아이패드 프로크리에이트 드로잉","K552637596","9791160074628","13650","한즈미디어(한스미디어)","오유 지음","20,000","18,000","2,000","10%","1,000점","20200211","1530"
"669","컴퓨터/모바일","윤피티의 SNS 콘텐츠 만들기 with 파워포인트","K662533323","9791162240939","13000","한빛미디어","윤상림(윤피티) 지음","18,000","16,200","1,800","10%","900점","20180715","1529"
"670","컴퓨터/모바일","서비스 디자인 바이블","K612534650","9791188314119","93320","유엑스리뷰","조히피.올리버킹.제임스 삼페리 지음, 김수미 옮김","26,000","23,400","2,600","10%","1,300점","20190228","1517"
"671","컴퓨터/모바일","데이타베이스 시스템","893530445X","9788935304455","93000","정익사","이석호 지음","36,000","36,000","0","0%","1,800점","20090501","1508"
"672","컴퓨터/모바일","R을 활용한 데이터 과학","896626235X","9788966262359","93000","인사이트","해들리 위컴.개럿 그롤문드 지음, 김설기 외 옮김","34,000","30,600","3,400","10%","1,700점","20190110","1501"
"673","컴퓨터/모바일","데이터 분석을 위한 파이썬 철저 입문","K402635381","9791158391522","93000","위키북스","최은석 지음","28,000","25,200","2,800","10%","1,400점","20190425","1426"
"674","컴퓨터/모바일","Head First Statistics","8979147279","9788979147278","13560","한빛미디어","돈 그리피스 지음, 임백준 옮김","40,000","36,000","4,000","10%","2,000점","20120401","1401"
"675","컴퓨터/모바일","아마존 웹 서비스 AWS Discovery Book","8956748233","9788956748238","13000","정보문화사","권영환 지음","25,000","22,500","2,500","10%","1,250점","20190210","1386"
"676","컴퓨터/모바일","Microsoft Power BI 기본 + 활용","K122635276","9791125457701","13000","시대인","정홍주 외 지음","23,000","20,700","2,300","10%","1,150점","20190503","1372"
"677","컴퓨터/모바일","인디자인 CC/CS6 슈퍼테크닉 노트","8996512710","9788996512714","1","채움북스","윤고선 지음","35,000","31,500","3,500","10%","1,750점","20141010","1364"
"678","컴퓨터/모바일","C++로 쉽게 풀어쓴 자료구조","8970508759","9788970508757","93000","생능출판사","천인국.최영규 지음","27,000","27,000","0","0%","810점","20160809","1363"
"679","컴퓨터/모바일","모던 웹을 위한 Node.js 프로그래밍","8968482942","9788968482946","93000","한빛미디어","윤인성 지음","25,000","22,500","2,500","10%","1,250점","20160701","1358"
"680","컴퓨터/모바일","린 고객 개발","8968481865","9788968481864","13000","한빛미디어","신디 앨버레즈 지음, 박주훈.이광호 옮김","20,000","18,000","2,000","10%","1,000점","20150501","1351"
"681","컴퓨터/모바일","컴퓨터 시스템","K482535605","9791185475219","93560","피어슨에듀케이션코리아","Randal E. Bryant 지음, 김형신 옮김","37,000","37,000","0","0%","0점","20160831","1340"
"682","컴퓨터/모바일","라프 코스터의 재미이론","K002530539","9791160501315","93560","길벗","라프 코스터 지음, 유창석.전유택 옮김","22,000","19,800","2,200","10%","1,100점","20170325","1338"
"683","컴퓨터/모바일","빅데이터를 지탱하는 기술","K292534797","9791188621439","93000","제이펍","니시다 케이스케 지음, 정인식 옮김","27,000","24,300","2,700","10%","1,350점","20181105","1316"
"684","컴퓨터/모바일","이모티콘으로 회사를 탈출한 키몽","K532636328","9791162765425","03320","연필","키몽 지음","15,000","13,500","1,500","10%","750점","20200125","1315"
"685","컴퓨터/모바일","게임 기획자와 시스템 기획","8960778788","9788960778788","94000","에이콘출판","심재근 지음","30,000","27,000","3,000","10%","1,500점","20160712","1310"
"686","컴퓨터/모바일","웹 앱 API 개발을 위한 GraphQL","8966262538","9788966262533","93000","인사이트","이브 포셀로.알렉스 뱅크 지음, 배영 옮김","22,000","19,800","2,200","10%","1,100점","20191112","1233"
"687","컴퓨터/모바일","회사에서 바로 통하는 엑셀&파워포인트 2010","8979147635","9788979147636","18000","한빛미디어","이희정.전미진 지음","18,800","16,920","1,880","10%","940점","20100930","1232"
"688","컴퓨터/모바일","파이썬을 활용한 머신러닝 쿡북","K852635350","9791162241950","93000","한빛미디어","크리스 알본 지음, 박해선 옮김","33,000","29,700","3,300","10%","1,650점","20190901","1229"
"689","컴퓨터/모바일","소니 a7 III 마스터 가이드북","K392636825","9791195630868","93660","디카톡","시미즈 도루 지음, 이예진 옮김","15,000","13,500","1,500","10%","750점","20191218","1205"
"690","컴퓨터/모바일","toshi의 궁극의 캐릭터 작화","K092636302","9791160074437","13650","한즈미디어(한스미디어)","toshi 지음, 김재훈 옮김","16,500","14,850","1,650","10%","820점","20191126","1189"
"691","컴퓨터/모바일","파이썬을 이용한 비트코인 자동매매","K812534859","9791196608804","13000","파이스탁","조대표.유부장 지음","20,000","18,000","2,000","10%","1,000점","20190218","1172"
"692","컴퓨터/모바일","마블러스 디자이너","K272531945","9791186573150","13000","비엘북스","양은경.배건호 지음","36,000","32,400","3,600","10%","1,800점","20171108","1172"
"693","컴퓨터/모바일","유튜브 시대 동영상 마케팅 바이블","K002636179","9791188314300","93320","유엑스리뷰","존 모왓 지음, 전원미 옮김","29,000","26,100","2,900","10%","1,450점","20190927","1161"
"694","컴퓨터/모바일","절대강좌! 유니티 VR/AR","K862635739","9791158391638","93000","위키북스","이재현 지음","35,000","31,500","3,500","10%","1,750점","20190708","1158"
"695","컴퓨터/모바일","Autodesk Fusion 360 입문편","K992532937","9791162480106","13550","메카피아","노수황 외 지음","28,000","25,200","2,800","10%","1,400점","20200110","1154"
